dsp_id	title	artists	isrc	usages	revenue
nQKFRQFCXOnAysKiILwzlbmQHfBOKw	beyond course as	Steven White|Alicia Stephens|Andrew Harris|Eric Bridges	LVYBU9836726	892007	561756237418165.0
xdjZRDBhfGmXHhgcCKrqPcvuteayVg	guess government	Monica Williamson|Crystal Jones|Felicia Martinez|Peter Phillips	GWTMF4130590	194402	88184340067750.0
ZqCjhXNbHxmsILEnwqntfoDZjYdeFM	agreement professional	John Paul	BEZBQ0864963	266361	5524.455192343
wOisxUVUQcKQSLquQPAsSafjQmXPws	difficult well	Isaiah Morris|Miranda Herman	HUGDE3964648	960220	640354.0
JXIBiFGjIXjLcIKpaQirKsQDqnGnCS	treat anything operation	Earl Gentry|Alexander Steele|Christopher Sanchez	UGGOX6687669	240626	3167802.879085
QcQCkGkuCnasvSmxFHPfSznyHXojOy	provide window no late	Kurt Snow|Mark Cabrera	KWBWW5165106	468143	81678842500.728
yBdkEKbjeudKVspQOggnlmZxqOFFdy	deal east	Thomas Thompson|Mrs. Samantha Fuller|Alyssa Davis|Tammy Nash DDS|Kimberly Carter	BYPDW4669062	151464	166829033945465.0
xUKeZvrlPYCbcYzcQlfiaLcaCsCDKQ	pull make	Kimberly Calderon	BHRWO2985565	498339	28182655101.53
gEOjeockEEYHXVvMipEqflKIKFlXMT	keep he ok father	Joshua Wilson|Joseph Le|Laura Young	CLSQC3640118	132347	3707.0
qpYpKFMbwTGjAgjdealuYskiJXDXOV	determine of poor ball	Angela Hayes	MZZXA7522030	364467	5.4245
jdebrvrgqKvscwrhEdymTgIFFaIjUL	teach also	Chad Hill|Shawn Powell|James Clayton|Jeremiah Frazier|Cameron Curry	OMFGX3187310	910368	27154.2785
ShzETxsYvllFqlWzSOjEmahWirIwJv	art despite political	John Morton|Lucas Ramos|Bethany Russell|Felicia Pope|Shane Rodgers	UANAC0175491	926695	7328927291.2481
nfLCEaqBMRmiZTjSnwjgXLjVDBiLIv	better during central drop	Angela Brewer|Katrina Allen		745933	80892334194905.0
iTgzdZXNMhCoSMrTFbZlOdzUXGnRuL	last tend cell	Brenda Medina|Megan Herrera|Christie Hall|Sharon Velez|Teresa Campbell	NEHTN6834401	911915	800363183873064.0
TpoaswsFoemNWdiSNBhJvZQwTQbQmP	fire writer current board	Maria Young|Brandon Taylor|Lauren Reynolds|Jennifer Robinson|Michael Turner	TRCPE6621762	948600	3215437998.67398
uCORzZCBhDfhygrTXvdCfVuULEaDwM	kitchen walk	Carrie Stewart|Monique Dudley|James Herman|Matthew Wright	CRYTL5668340	15684	31489.0
IiShllGRPRDnGVGBQgZdZDzuueDmwu		Leslie Farrell|Jillian Sanchez|Willie Keith	SBPQI5256586	203397	374202541229.0
XsVPMoWHPnraOMftuztXjumIUygjYH	speech past other third	Dr. Janice Salinas|Christopher Thomas	NGOYY9020382	946426	4184025516.4
ZaaDiyHkzbfVlaijlMeuDlrZECxMwp	room exactly civil	Gary Stewart|Amy Snyder|Seth Crawford|Jesse Silva	CFHGJ2797244	691349	9864684703.29
vJcUNUMGtKXxGXTXQCpfHSKBwCjSVD	never decision	Derek Figueroa	FJCYL7193201	969713	2689472.852746
awdAiOgsQntTriTNyfLYesWikDWucV	part yet team letter	Michael Howard|Michael Vazquez|Jessica Johnson|Amanda Mcgee	LIRWR7460428	561961	453.15093494405
uFxQpvtPxhQjszsmITnkZKETAHbncE	study music	Mr. Sean Smith|Michael Harvey	TLYVF8847954	547816	61517716133726.0
pTonVBvmLJkqlINzAgzYsBjXULpRiB		Shawn Barnett|Joseph Hardy|Anthony Hughes	DOPLL0578150	576300	151245.0
XRyBcxaTeKMFLRFAENFHmHRFhcMIZH	better carry various		GBFEV8368244	637808	2570405476.2599
nbsQYURPpuCbLHKGMSziplKcXFrQmR	middle wife pattern	Hannah Henderson|Edward Johnson|Caroline Pierce		594295	8964.11607839705
gWNSIQlsNLMrvcJkVVIRDzOWKSWncI	American anyone guy write	Tami Lynch MD|Mary Trujillo|Anna Williams|Brian Galvan	NPTGD0344917	217879	80644383181209.3
tZbATnnOMWYvoUTbwxQwmRKzqveHpt	save weight	Latoya Rangel|Grant Warren|Mason Johnson|Sherri Parks	UASWI1053729	520009	4564191093.9623
quooEbTycGVzhkNYTlZopImcveTHpA	term animal interview	Sherri Potts	IRVOX9932889	330656	4350.2
OzDiecWZaIGfFhKBFFrgxGOBKNJJjv	oil serve	Samuel Lester|Stephanie Gutierrez|Douglas Evans|Seth Schmidt|Dawn Gill	NLLNV8240941	744359	118851.0
moNKhAEztfbKSFtqfuVwmHADCesiqO	blue key	Billy Edwards|Claudia Davis|Nicholas Stevens|Mr. Robert Robinson	PKQLO6685478	983465	3372386488.3083
YGYTzkIRcjArlTRmIkavQfCfVTebFG	debate form wrong	Richard Howard|Travis Good	DMDYU0535805	95971	9479302073.5
wHVCHYCyniybibKSEvlbUxWzwWxkfg	stand education	Carrie Howard|Carly Hall	IQQLV3884843	465072	47075775421.0
TezxnXmRoNPMGGNXsEYddAdNGnqfns	seem south decide	Michaela Romero|Martin Todd	RSUDX3852166	667306	5334595.0
MfptHWAEJHoFejopXdMfzGGwvgLNMJ	similar run	Kristine Fields|Adam Pacheco|Laura Watkins	BWSBP0993850	444386	676917674.0
cnQaoPRoFZRWxMPFEPxMiiAebBuQZC	to under player	Emily Martin MD|Nicole Anderson|Amanda Ford	ERRKP0770239	437034	145808904481.0
KkbPLivSxDzBpHjzlptyJKZePnpjJg		Dennis Bass|Dr. Jaclyn Klein|Chase Fisher	KNUZF5375734	149818	117809615633158.0
AIDoBKPdQgvAmantOxCeqkxCFbwpYL	probably owner	Laura Clay|Barbara Horton|Jason Soto|Henry Wade|Dean Malone	PKWRW7844029	628649	4.596034908316
VQrxCBRHdKglSiTUgVuBbgvrXBgSks	quite seem	Melissa Gillespie|Juan Scott|Natasha Casey|Mark Cain	GAGNF2849148	559681	18.13355969694
hZpzoFSaZcjTbgdTuqgJFhKgmLpATN	family when church reality	Pamela Smith	SAQYO5325615	881247	105.991
TsTkvTWvzFzFyskSpHgoCiWVgAGVnu	night successful forget	Jodi Pearson|Amber Browning|Hailey Reed|Kathy Watson|John Chang	CYYVE5290293	701964	763561763.782716
YcDpoZuxazzMYQAmmKDYhBgsuNXzfM	appear sit physical including	Samuel Wright|Danielle Barnes	BRJYY3317660	797938	2651850531163.0
bEvguefPgVsRaPpoJxPQlTeUZOKBvp	girl specific leave	Derek Campbell|Tony Schneider|Steven Brown|Dana King	STTUF3081849	845893	9517933833400.0
EJEELwTFfHsykVrfULsOLQVELKWoxQ	exactly program occur	Michael Doyle|Nicholas Beard|Tina Thompson|Nancy Butler|Jennifer Rodriguez	IQAJP9552942	130444	804272870.0
ZEgCvEWsGxbaXAEqfHqyeWgNIiIMmx	adult campaign wait safe	Lindsey Erickson|Jennifer Parrish	PEGTY2342802	287800	2988865499084.2
NTSVkHbTnsVizcTVAUqRorojSEwIUH	age boy hit hit	Tina Weeks	HNDRV0482351	733260	36343.0
deobPRHKEkzOqwaKEfQckkrqJAasEY	the American trade	Roberto Moore|Tammy Payne|Felicia Larson|Sheila King	ADZMH0946380	85098	870312691.72
QbyUHfBDrIeCpWonmIxYljTJcxQpjy	wrong live other suffer	Timothy Cole|Amber Bender|Ariel Johnson|Courtney Harrison	SMNRS9981003	797171	32353560975429.0
xXlilWHuknulIeTlUOZWeLThfjaWmp	really more perhaps throughout	Linda Williams|Jared Harmon|Alice Deleon|Melvin Brewer|Chelsea Gibbs	STVXK8258223	60854	40778890.701
lmGgaQtSIxHUSoGyRTqYfRbZAqucNA	especially treat hot seat	Alexander Robinson	MYCLH0954057	440644	303.94438305402
cagCxRxwVCXHyniBgNDINKbCnwtizd	half service author	Amy Mccall|Erin Moore|Selena Marshall|Paul Thomas	FIFHZ8626625	136148	6202686435729.0
QDYOIxZsAtKuLBSfqTXVNbMZuwSguf	training middle safe	Gary Rush|Edward James	BWZWA0395208		754554.62
RCvziITNvfecxsQITKSapsdgTQncQL	stage among mother	Bobby Brown|Rhonda Morgan|Jennifer Stewart	LAEVI7157543	224263	9982502924449.3
zVDhHXjUURhWqwwTQMCgDSRpiZuuCj	trial head law material	Bradley James|David Welch|Brittany Rodriguez|Lynn Torres|Frances Hull	DOIVD2047652	780472	969441218702.9
fFsyHTDzIOXoVgZjFxckFkfcIbtaFX	ground bring security	Paula Brooks|Brian Guerrero|Meghan Dean|Gloria Anderson	KNYRH6353201	546213	76725442.6
yZinamPMZRCpdMzhGHUpWfZUXYuKJb	something across inside last	Lisa Lewis|Judy Watkins|Timothy Davis|Dr. Carol Mendoza	CZVTR8608701	643275	1.9080393618
JomAzmIsUffrXCHNQZAkGurteMBFoL	detail audience thus	Nicholas Parker	THWAL3975565	354159	38456.41
GGJWusPOcBnTgkpvwZUAarKfXhNDVN	final center	Jennifer Villanueva|Sean Rivera|Ashley Campbell	VEHRO9572203	26087	7450.5164
JYRjtWFALVuSANlBqCgrYSIgCIxjvk	treatment future so work	John Miller|Angela Johnson	NPSLF7677006	905065	64854431623264.7
XuXSCyxXZnkdQOwZThihrkIKhEBADk	modern program	Brenda Sanders|Jerry Austin|Steven Russo	MWTLV3577855	610359	0.67584508863
zjsMZIGAlmiYFCXbyToLzLUGbUgRmC	reflect keep	William White|Amanda Marshall	TNCZA9240165	772876	341.8067275171
VcOoWfGKaezLLwUHIeIPdGceuqajSB	language yes late	Lisa Garcia|Sharon Conner|Steve Johnson	NPZVH9142217	638353	7.79776
PLIFXMnlyJgmcfvoHCSLCpDHqmhiuS	spend exactly	Chad Hamilton|Brenda Graham|Brian Mueller|Harold Munoz	UAJEL9247044	544417	119.0
tmbWiUMrlnyhfjAvLfPdIFcIHgxCQi	system fill	Maria Boyer|Jose Horn	EGQEP6017163	400243	417401460544.122
wLoHGosTlBrqizUTSGMaQkYykSZlPc	example century	Mrs. Terri Hernandez|Donna Pittman|Bill Pennington|Nicole Walters	BSFCV8181134	780682	8058319588.0
rxWrVCJRKnEeMMHZtRTsoiICZAcDFd	reveal bad hotel	Vincent Watson|Taylor Martin|Thomas Wilcox|Shawn Woodard|Sherry Barnes	ARGCJ2753696	780884	10.67547
kDYMeHbrEWXphzxSPAUyflicQcDcHC	general boy eye page	Joshua Chase|Nathan Patterson|Deborah Schultz|Stacey Jefferson	PWTLM6161807	921699	97991.6
OPUuIycCyNhCWTwocgsSCeBJobMhBy	series knowledge show choose		PHIVP7839627	558688	35863866050.18
SusnlEjjPsZwtkDVyPnqefGgckxstX	treatment audience	Scott Owen|Veronica Leonard|Casey Arroyo DVM	ITYOB9580881	692508	7751888305.6538
QWHtDJvHCuaSAgQqfIMfoyyWyvjLGB	friend which many	Casey Cruz|Katelyn Powell	CVYQL6394815	505404	85172900379.0
BLgxkyYxHHYNyaSipqAaHvuGcSnwLw		Laura Logan|Theresa Bradley	ISSMY3225723	631589	363.0
loNqMJkkknfotMCmHAxaYCeuvkxsot	water same seat	Alice Leblanc|Jesse Flores|Jorge Thompson	LBHEO8549120	234491	28783.142
eEQCeUYTSmEcNVWVRXrhaldYgmvTYA	reveal though radio form	Richard Johnson	UAZHU1355000	518663	42.768281639
QqKQDNpgnKeOYHGfnjtyrSPDQVRABE	fear size summer Congress	Bonnie Parsons	KNMUO8042143	127751	6.3
TobfAAhJIpPuTfQtHugXTwZyyAoWWj		Steven Higgins|Matthew Wood	MDXWJ0469902	434575	4834.821
vuoFyMaWoRdoGGJUBmvikbMmDoDDcj	write practice four	Timothy Schneider	SIKOR9257532	135903	84308350198082.6
tBNSrJFIZzxouQPoHswfJtVLgvBFZZ	forward data hope per	Nicole Cross|Richard Watts|Chad Jimenez	KIWQR3399513	151923	473135931868.0
AKEaTOxxwXpwhxwmqwFxIvKJZSorHR	five star often	Crystal Frye|Nathan Stanton	NENRK1003633	796741	539391702867690.0
JBctFIEUqgIDvOOmXLqXQzXApTGndu	area dinner key	Carrie Chase|Melissa Landry|Maria Richards|Alexandra Sullivan	USEPF9697044	204936	56242622.8
coLoCKObzCYXWBNvWMvnYchIeyeqzR	executive second my	Mrs. Cassandra Goodwin|Daniel Flowers|Emily Heath|Christine Ramirez	QAAFZ3346344	117941	259199.8712884
geVGjpoovMggjoYJHQyFDqBExQVykp		Janice Contreras	SIFWB1033255	768041	323085909.107
FOVNBDBCfIeJHsQsLhwQdoMyXdBjZz	mission from population miss	David Howard|Daniel Rose|Kelsey Wells|Bradley Price	AEEWM8566049	333691	1750497.0
MOEyYqOOoGtYRWMxfSTDktDAuDaiuV	analysis night		HUINY6850475	60382	177160917422.477
uMRvWWWseEnGPPnwXltgYLwTMOClmb	tree sing just to	Alexander Williamson|Mrs. Kayla Mitchell DVM|Tammy Schneider|Kristina Reynolds|Elizabeth Chan	BOQGK0933833	221261	2.5047256031171
UgrTgMyPHYrWapIlatrctlfqXVIrMo	recently far	Corey Harris|Chad Garcia|Andre Wilson|Michael Butler	SRWJL7817215	165697	774967127.3874
xbGEHpRZJOvMVgcmaEaFtWtUwcrHrR	cultural past business arrive	Bill Chandler|Dr. Barbara Smith|Debra Logan|Lisa Mcmahon	JPHGQ0045356	892314	5726721287.7238
qLqbbRFbxpvJqgwcZwClKQdMhIjZCX	big rock cell government	Belinda Jarvis	KEAKU1400576	577924	109404937.211
ZZVJPsSxxpypqGFjycMGxyleKThXrL	hold than	Amanda Meyer|Michael Smith|Benjamin Scott	DZVKO8861896	449160	
uuPJcVYuUmVUnXgUZcEYdtZIjUzedL	enjoy something analysis camera	Brian Morales|Elizabeth Pennington	ITWNJ3181964	375765	23.811486
mfOGqXgqPLGQSLVnejdZdqPUANAixt	could better	Kristina Landry|Ann Lewis		252968	118686.84
sOGwaparrLBKROnVxOsbDaIKMoeeFi	family customer TV factor	Theresa Young|Megan Hernandez|Nicholas Ryan|Doris Hall	SETLE7052697	768729	2382700027329.0
ZpawjrNAIPTegCHxmocgrUQxgzWNWq	price health base	Emily French|Laura Montgomery|David Lindsey|Johnathan Mendoza|Curtis Tyler	VCFMY8915804	525245	4213870716.2541
sqlMLSNeJmNncbnSyLGSJHrRAUSPeK	check plant		BBWJS3348608	776784	81559704.4992644
uxYeoWrQqGijpdMqnXkIWXjvrKGjuV	operation itself	Robin Hammond|Joshua Kennedy|George Barrett	BINAJ1436429	408166	462.609453
JyGIRlcQsMBTYMXJfpoAKfDVRzHVku	family program situation	Daniel Williams	PGWXV7313198	722449	16824324707.2
QEtdUVQSodpcTZLqNEcjEQcUTSuVEK	character ground here	Timothy Morrow|Amy Farley	KMECH2775709	862861	503318926.5
wwLYBJQTiinGrHILzBhfEBqZcVvcuN	threat physical	Joseph Robinson|Matthew Bonilla|Diana Todd|Troy Vega	IDLET5603656	366413	751736129.72738
efeiBtksDosOVowRignaOkpBKcTlOn	opportunity Democrat	Lisa Weber|Daniel Baker|Julia Chapman|John Horton|Jacob Weaver	BIOWC0938451	508246	85.651304176
rVWiKlHXzIlaYKHZuopLKuwRUTSaRn	commercial require	Brent Roberts MD|Brian Henry	DZHJY6856099	934447	411099631.0
uKgZTRFYuBWhoHFlCvYlxNIoFBWDWz	box travel ten might	Brittney Mueller|Dennis Raymond|Whitney King|Eric Forbes|Dale Cline	ECFBV5573114	832228	9.10574958866594
IuqdJmerbvLYLfehQRLpwqpJgzDAsE	camera soldier activity head	James Cunningham|Hannah Lopez	SVDXZ1835814	406865	7.0
nlyideWPbqMszUxlwtFSStdEoqAnCm	you million model	Michael Baker	KRYJD6384751	145559	69709768000839.7
HfBobIVuFQcqNnCPxSVhReSfnEkcnV	lawyer through idea church	Lisa Franco	NZQEI1953191	903530	84550838.957
JqhshJfdExZGMimKqYJppgjvbvHDWs	focus science establish	Suzanne Hall|Michael Cruz|Richard Branch	MRLAE1601434	531805	148796461676845.0
LYzjvqIsQhNoUCzpzKrfpclnzpjjOv	represent wide I class	Anthony Flores|Lisa Carpenter|Tammy Williams	BBBKR5075859	902365	97617.4563900369
czVLMcCXFkVUSuWGgdussXYkPLtVjs	choice doctor form	Danielle Simmons|William Briggs|Terri Moss|Jennifer Rivers|Amanda Lawson	FJKSJ3814734	796474	9724259063.8
QrflNqxZLemKjaAOuPsowtDXrSVfRr	social possible	Don Ellis|John Lopez|Elizabeth Cox	PWRQN6234539	601025	32979867.52567
ycBgaMIgktOdTpOnGzZYmVIOwIevWV	off each	Audrey Wise|John Vargas|Ian Weber|Marissa Pratt|Shannon Briggs	MWQXB2609458	814850	896216644679.0
tTNhApsMtwGfUoOJcxNAmAgTxlCCqr	stage consumer least here	Jennifer Cochran|Terri Payne|Anthony Smith|Brett Bennett	HNDXY4595763	769936	82307011019719.0
SJVohyJYVBJwJhMCdVxxlylgfEbdYm	sure thus	Peter Williams	BHTBB3814030	129273	8321934.71
lVCCggvOsWuyVFDbdfPXjpBXAoMdMQ	health benefit cup leg	Aaron Page|Maria Nolan|Leroy Powell	FRQSD1447874	386460	645720333.9142
FdwOVuVEcQZitiSKGWRagJaBdQMpSi	maybe method	Juan James|Jason Griffin|Miss Tonya Brooks DDS|George Wright MD	TVLMU0822154	595899	99.3056215587
KWqpomWEZcgxHwpdfVZAUcFKlgHBXv	country drive	Julie Blackburn	WSJDI6228575	463536	4247254140.1009
RPKnwhJkCADuMgRrzEZGSucMnjGjDw	laugh air site direction	Michael Jones|Wendy Pacheco|Anthony Williams	GNSUY8587976	856158	92121.83744847
ZgpzivUjqqoRWDmRhyXbGSiQXlinOJ	style marriage push Congress	Elizabeth Mcgee	FRASZ7293009	76210	99.88485441
ZLlQtrSNlIzyMjlHFZYLKkkbRLnozp	move authority fly	Derek Clark	VUFHA0047157	544295	74311970.7
fSbWDLRSyfmqbQROwaRpnRZykyCDEk	city adult	Kenneth Martin|Ashley Stevens	NAPSP5667748	740473	6736148299335.0
fHoRstZvfiFlQoLLLmFBdKkTJlFaCo	adult camera resource growth	Isaiah Hubbard|Casey Dunlap|Michael Nguyen|Kimberly Brown	ILCRQ3072322	921873	6.0
mJWFyuRzoUiLrwXkDMARZsNMHUbtyL	read someone	Jeanette Savage|Christopher Hess|James Jones|Maureen Baker	PGTAI7795123	519067	9310695355.7917
eiFQnGLeYxbiYSOCUwrZpvgxQfSCvI	impact nothing	Christian Kelley|Erika Foster|Arthur Matthews|Lindsay Hill	ROWLC7490966	829166	95634473.821802
jsAKTdfdzTMSaxKjBdYvxIDlDbtpHU	staff prepare	Benjamin Maxwell|Joseph Price|James Gonzalez DDS|Sarah Burnett|Ann Gardner	MGEFY5705590	140300	916.370037
cuGKLISbhzDGPrVWeKLPmLbQeRBGfQ	among see current anything	Brooke Parrish|Kristopher Jacobson|Donald Martin	LBRDG3490777	716017	96127327.499153
loyqplMqgJkXDeseqzPvIbolcKFPYh	money house	Daniel Coleman|Yvonne Butler|Jennifer Jenkins	ZAFBP8032323	459176	490118012483655.0
JleuNXWtqDteudsvIRleIEiihfCshR	above information power popular	Brandy Taylor	DJWGD0274430	844448	638.25986024772
yJTSTGSeVCfTkpPOuFXxPtRfGcmPAL	account pick family environment	Brian West	BIOAU7720408	399619	5834.9702
mHcTuJfAqThbTqhmiCVKsMBDdDJuhL	doctor important family individual	Janice Patel|Pamela Ramirez|Sara Hayes	ZMLDR2227621	352187	133500121386.4
NwEtjYTUftYJyBwBkRXdMcuBWZKKUh	magazine want	Todd Page|Dr. Terry Silva	GWKRB5562073	812386	55381538906607.0
XlDIiiSJphfaUrelWXeyIciVdICHrj	last rich course	Stephanie Mercado|Patrick Thompson|Marissa Bailey|Donna Mclaughlin|Veronica Hall	BZYOT3332638	531454	21.89376
PlWkXAITdwJlszSZRbAWnOsqqFPhwj	light his	Brendan Burton|Jessica Ramirez|Toni Gray|Andrea Moran	BEPFH4129660	723703	406473.0
YLyHyTxJMaJpPbsidscJicIxYbPkOq	stuff out common while	Robert Young|Alan Zavala|Jacob Robinson	NAONG1206085	934717	38237568.199
ZyqlulxzQrgzgqqezmslijUthiepYx	also save	Timothy Munoz|Kathryn Cook|Joseph Rubio|Martha Carter|Margaret Jacobson	SNPPP9363978	606932	3054404.7510318
tVkaJsoImOCsGiydAdDclgOfaYDOCL	positive attention	Anthony Rogers	AOGXN2282034	350125	957274697.73657
tjgGpvIUWleKdghEUbVnTqAAnBDdAS	society charge knowledge	Curtis Ramos|Kathryn Davis|Robert Kelly|Ronald Howard|Christina Bennett	BOJDJ1673466	210630	3041759693.8
sLQmIqILxUyiDRCEhGlWsAEUJONsmE	write discuss education name	Christian Alvarez|Michael Holmes|Amanda Mcdonald|Sara Moran|Wesley Sanchez	LVQYW2659168	536725	19665542377.1
ppzKnlGokgnItvSgqftFEUVyfbiPhs	morning training wonder	Andrew Aguirre|Michele Thompson|Nicole King|Tonya Jones|Willie Weeks	BTBOB0990956	487000	0.2674
ofOUcEvNYbbNETjXdkKPkiSxYgcmpN	discover parent	Ashley Jones	AZLEE8213267	844801	5809040.5912443
TascOMUUefIuVsZSkgAKAyRbNUCTrh	across wide senior	Michael Raymond|Justin Welch|Juan Brown|Jamie Schwartz	LRJRJ0943258	211501	802793.95
ciZmUCzRogxocDzPhczqmjjRgIcJVH	prevent compare	Amber Lee|Deanna Bowen|Tonya Mata|Chelsey Mitchell|Tonya Goodman	CIXRP5875493	18817	6619501.3835703
uRqBnlmDwwIGbOBBhCMdnYdiFlFQIV	dinner agreement opportunity	Kenneth White|Alicia Rowland|Ricky Buchanan	JMDAF8565720	40347	6966.664055
wGCStGNQVxfaeiFrIXfWokdqWjDysx	unit color	Lorraine Roberts|Patrick Garcia|Paul Thompson|Stacey Wright	SAWUL9546107	336180	114905.24
zymDTIKrBDMqNcEfZBidBdbNayUbrh	interest event	Christina Patrick|Edward Rivera|Joseph Reynolds|Curtis Chen|Daniel Ewing Jr.	QATCI8583755	497489	795224153423.326
RXbLOkxZNNOQmmXjLhriDPczMQtqlN	avoid others	Edward Mills|Kyle Smith|Marie Humphrey|Brandon Smith	NLEBM2999407	44784	893.483799119
XSKNAhxAacInelwWIOyZdllpwUHDVn	campaign cup camera	Larry Hunter|Valerie Spencer|Derek Logan|Barbara Carroll|David Wilson	DMKEV8719187	962711	2.3210964
SqcbhWjakYbisFPDxgRxhcNySyzPjn	water air	Karen Quinn|Patrick Smith|Cynthia Tyler|John Perkins|Nicole Pitts	GYAQG7071592	61763	19.7608289
RWedjtHvQXoQNSeluQjaOyiwGTYuPS	whether reveal design arrive	Michael Bryant|Kelly Mccarty|Steven Nelson|Rebecca Walker	ITQIE3565031	886927	1769301.1513027
mWFcFNKrnWnoBAaShMUQqqpytfvIcw	only future person week	Austin Davenport|David Rodriguez	JMURH0533288	112971	41420958.78
yPQtrOSjazcFcnJaeYeMXpmiTpGcJU	street agent		THKRP3470777	806029	757679891881414.0
DArZJrCEHLvskVfntBMWijwizylxFi	quality painting standard state	Eugene Norman	DMAPL2472822	910258	600939627426057.0
McXJRLxtOIFolvMiWYdBCWCQGNAiew		Travis Bryan|Jerry Fields|Kenneth Hoover|Bryan Macias|Samuel Mendez	CINDI1996174	719665	4601482778.985
eGKSEDcatwFEYJgoWDnsdYOQBCftLs	something series when	Ryan Brandt|Tamara Mcneil	NRSPJ7920269	224770	91115310280165.0
XhriLocEQkqtWNobHqMXYxvGicwRoA	me according outside painting	John Allen|Angela Davis|Denise Turner	AMHXI5896053	297868	9008.4601749
ePFKRwjaViuYFRMyHSqdwKRPVoUDJq	new serve	Rebecca Graves|Kim Frank|Gregory Clarke|Andrew Coleman|Amy Foster	BYAGC3722165	447486	4167948970838.0
gFAzObdjgnUKsfOLAnUzVwkdXigqDM	water until	Jasmine Nelson|Kristina Cordova	KIJSI7750507		5007.904
bLRTyCnpUVYbmixvakjkqXTaXcCjBN	fine rock sometimes actually	Kari Chaney|Sandra Mendez|John Moore|Michael Peterson Jr.|Rebecca Gill	TLUKG8329926	183690	152027142969474.0
CIILEvPLxIapMSwBoQzYcFLAeRtMdx		Maxwell Mcknight	ATCYH8978216	554736	8.89
hrwbArdEEGQwbXjvzpfPJCuNNUvgec	wind activity	Timothy Vaughn|Peter Park|Denise Jackson|Sara Hester	TOHVX6557369	248314	429638336273.0
vOcgipAnAaZspHpazvezrAVcSNvQKZ	late south require finally	Benjamin Cohen	LBUNQ9834755	358047	3945895528.14
qgwlJrtdqQYadhveyZEsUWrapMImBy		Karen Harris	SVTFA6528363	279319	77.0
PYkKPoKDdpCZKCtXFRcgLMeWGlBCOC	explain fact finally	Nicole Mcclain|Debra Smith|Pamela Palmer	STYHC7169776	163959	1190020.23
BwGgsHMWCbUumggYumBiKAIMOpcMBA	from thank much	Bryan Brown|Jesse Collins|Carolyn Kirk	ISGAZ0321728	923236	23090517003.3
QgDAOcLCiQpKLFrTjLNBtaerHYYwwo	tell kid design	Catherine Cunningham|Amy Hammond	CGEDT5661849	611865	14786459738740.5
XQWVtzGuUkTFEbuIngdMFOzltxSlTp	or expert	Aaron Bell|Kevin Vazquez|Jacob Perry|Connor Santos	CMJAN7354509	851152	785096738650.28
tmGxdcHnESEzVHHwDkGuYMxaVCgSOd	child either price	Brooke Hull|Steven Henry|George Hale	AMITX6395962	69166	8.93671
QxsiGKtMYzfHWFkIdguYvsKUOQKlCv	executive go decide section	Julie Newman|Sharon Morgan	PGNIN6286366	84663	189657191.2
vOryEdnYEJpSmhUbNIAAZqiSoVmlVT	position pay	William Garcia|Katie Harris|Tanner Bates|Eric Alvarez|Samuel Thompson	CVYSW5773386	521099	82.443353217
XTBleFNpagFlgBgxJVVbjHxfURHFVu	investment industry mouth he	Perry Jones|Kelly Dodson	HRTVP1728888	237683	3040.742
KgntxzBDBkaswjucedJheyqjWTADvp	character hotel few	Steven Reeves|Kenneth Miller|Michael Little|Jesse Mitchell|Anne Maxwell	CHJYA2655381	614600	48794263.719
jZxmeovgnDIUtUKhwfgsWNeZGOtfeH	evening produce wrong cost	Jon Johnson|Yvonne Thomas	ESHOA1153392	940368	216688753439.601
HmeCmeZhcCgVCoseblKHlymvXxwaHu	area short	Maureen Cohen|John Lewis|Debra Valdez|Christina Calhoun|Jonathan Rowe	CYTDF1903634	403558	4572.6213
CwMfCaSVZZUjgUVOHmtkJaVmCENdsn	box resource rich	Jeffrey Paul|Angela Sanford	UZBAO0886783	311505	97.823
MLmyVPUlCqjmvJtcwweyrNGdbhQuhy	again image night	Alexis Jimenez|Brent Taylor|Gregory Shepard|Robert Ayala|Rebecca James	NIWHS1536112	176975	852631426272313.0
rdKCVoMYqTHXeQRQNBOxigsSHnQKuj	despite Mr build	Carrie Sutton|Jordan Morrison	BNPIO1326037	737896	81052782929186.6
trjDBrcKvJpBlHQYfUsPzkSVKlWcsm		Alexis Ryan|Angela Leonard	SZYWQ0658156	810810	24.9171
WSgnBActVvzEAaZAMXBOjXrVvQSlBH	inside ever share degree	Christopher Douglas		732807	8.950882211
IsaWcwUUoZowrkUvkxkZZrOgOjuePW	move same get	George Johnson|Keith Johnston|Julie Rice		371912	94887507.9179918
zNmCXRyDpogeKcePGqoPNcIbnbUHBz	grow above close	Michelle Robinson|Heidi Ramos|Melissa King	MWPWQ6550918	843017	1371.63584
yhWYuuvNwTRkJRxujdmXjHzHHlCnse	network see probably	Angela Scott|Frank Watson|Tina Ruiz	PGWPP5105748	149991	9835517148.244
QStMtAztgQeHrggJNOXnfiFhlOMlsJ	first education	Thomas Becker|Jason Brewer|Shelly Obrien|Taylor Jones	ILYWO7099072		9718335.6273
GIYVAltuBRaYjFQrjFQFUTisSIzmHj	whole ball dinner reveal	Sarah Reyes|Nichole Williams|Sarah Cantu|Roger Taylor|Jordan Jennings	SBRUS0905345	780542	3.5411920837807
rziocFrGeuBkSVgJbpOhRPfAFWJcpK	its author tough particularly		MKPKC1081766	839743	616.88
